"Контрагент","Итого","max"
ДубровноФарма ООО (БЕЛАРУСЬ),2239.16,C
HIDE CAP,2230.75,C
ВОЛНА ООО,2216.50,C
ХакасияТех ООО (ТАДЖИКИСТАН),2153.28,C
ЛунинецМед ТОО (БЕЛАРУСЬ),2132.30,C
БурятияТранс ОАО,2126.28,C
КлимовичиМед ТОО (БЕЛАРУСЬ),2111.76,C
ВитебскЛогистика ТОО (АРМЕНИЯ),2108.87,C
КостюковичиИнвест АО (БЕЛАРУСЬ),2106.00,C
РостовСервис ТОО,2106.00,C
РечицаИндустрия ТОО (АРМЕНИЯ),2105.71,C
"ООО ""ИЦ Энергетики""",2053.92,C
СевастопольМаш ООО (ТАДЖИКИСТАН),2036.56,C
УЛЬТРА ООО,2025.00,C
МогилевКом АО (БЕЛАРУСЬ),2023.99,C
ЧериковЛогистика ООО (БЕЛОРУСЬ),2018.02,C
ЧаусыФинанс ТОО (АРМЕНИЯ),2014.45,C
МарийЭлТех ООО,2007.36,C
СКАЙ ООО,2005.05,C
"ПАО ""НПО ""АЛМАЗ""",1992.60,C
ФИАСКО ООО,1979.98,C
ЛунинецМаш АО (РОССИЯ),1944.87,C
ДагестанТрейд АО (ГРУЗИЯ),1900.80,C
ПермьЭнерго ООО,1869.62,C
ЭвенкияМаш ООО,1845.00,C
ЭКОЛОГИЯ ООО,1780.00,C
РОИНВЕСТ ООО,1764.00,C
АЛМАЗ-СТРОЙ ООО,1748.48,C
КопыльФинанс ТОО (АРМЕНИЯ),1728.00,C
ЗапорожьеФинанс ООО,1695.22,C
КлимовичИнвест АО (БЕЛАРУСЬ),1684.50,C
РОТРЕЙД ООО,1646.10,C
ВоложинТрейд ООО (БЕЛАРУСЬ),1641.60,C
КричевФарма ООО (БЕЛАРУСЬ),1631.83,C
СТРОЙМАСТЕР ООО,1620.00,C
ОршаЭкспорт АО (БЕЛАРУСЬ),1616.80,C
ЖодиноКом ТОО (БЕЛАРУСЬ),1578.60,C
ЛидаТрейд ООО (БЕЛАРУСЬ),1530.10,C
МогилевТех ООО (БЕЛАРУСЬ),1484.64,C
ВерхнедвинскКом ТОО (ТУРКМЕНИСТАН),1310.88,C
ВОЯЖ-СЕРВИС ООО,1305.60,C
КраснопольеМед ТОО (БЕЛАРУСЬ),1299.79,C
ХерсонТрейд АО,1298.88,C
ГоркиМаш ООО (ТАДЖИКИСТАН),1296.00,C
БраславФарма АО (БЕЛАРУСЬ),1271.52,C
ЖезказганЛогистика ООО (КАЗАХСТАН),1225.72,C
КлимовичиТрейд ООО (БЕЛАРУСЬ),1210.32,C
ФиФарма ОАО,1205.53,C
ЧечерскЛогистика АО (БЕЛАРУСЬ),1196.28,C
ЗАО «Корпорация Малком» ,1128.93,C
ГАММАКОМ ООО,1072.60,C
ЛепельФарма АО (БЕЛАРУСЬ),1048.46,C
ХойникиФарма АО (УКРАИНА),1039.03,C
ЙОТА-ПЛЮС ООО,1035.60,C
ТаразЛогистика ТОО (КАЗАХСТАН),1002.00,C
ГАММАЭНЕРГО ООО,999.60,C
ЛямбдаФинанс ОАО,994.32,C
БашкортостанПроект ООО (УЗБЕКИСТАН),963.88,C
ЧелябинскКом ТОО (ТУРКМЕНИСТАН),942.48,C
ЧериковИнвест ООО (БЕЛАРУСЬ),884.95,C
ГлускЭнерго ООО (ТАДЖИКИСТАН),756.96,C
ВУЛКАН ООО,731.82,C
ГЕРМЕС-СТРОЙ ООО,713.28,C
СТРОЙГАРАНТ ООО,705.00,C
КамаИнновации ТОО,696.77,C
АВТОСЕРВИС ООО,688.00,C
ГИЛЬДИЯ ООО,664.32,C
ЦиклонМаш ООО,541.41,C
ИнгушетияМед АО,230.90,C
ИвановоЭнерго ТОО (БЕЛАРУСЬ),-38685.60,C-
ЙОТАТОРГ ООО,-90000.00,C-
